"NAME","LSAD","CENSUS2010POP","NPOPCHG_2010","NATURALINC2010","BIRTHS2010","DEATHS2010","NETMIG2010","INTERNATIONALMIG2010","DOMESTICMIG2010","RESIDUAL2010"
"Orangeburg County, SC","County or equivalent",92501,-156,52,319,267,-211,6,-217,3
"Oskaloosa, IA","Micropolitan Statistical Area",22381,18,18,73,55,1,2,-1,-1
"Mahaska County, IA","County or equivalent",22381,18,18,73,55,1,2,-1,-1
"Ottawa-Streator, IL","Micropolitan Statistical Area",154908,-139,14,416,402,-149,27,-176,-4
"Bureau County, IL","County or equivalent",34978,-57,-7,92,99,-49,5,-54,-1
"LaSalle County, IL","County or equivalent",113924,-81,14,312,298,-92,22,-114,-3
"Putnam County, IL","County or equivalent",6006,-1,7,12,5,-8,0,-8,0
"Ottumwa, IA","Micropolitan Statistical Area",35625,0,11,115,104,-9,6,-15,-2
"Wapello County, IA","County or equivalent",35625,0,11,115,104,-9,6,-15,-2
"Owatonna, MN","Micropolitan Statistical Area",36576,-47,57,120,63,-106,8,-114,2
"Steele County, MN","County or equivalent",36576,-47,57,120,63,-106,8,-114,2
"Owosso, MI","Micropolitan Statistical Area",70648,-68,9,178,169,-75,6,-81,-2
"Shiawassee County, MI","County or equivalent",70648,-68,9,178,169,-75,6,-81,-2
"Oxford, MS","Micropolitan Statistical Area",47351,162,47,125,78,114,23,91,1
"Lafayette County, MS","County or equivalent",47351,162,47,125,78,114,23,91,1
"Paducah, KY-IL","Micropolitan Statistical Area",98762,8,-11,281,292,23,6,17,-4
"Massac County, IL","County or equivalent",15429,9,0,51,51,11,1,10,-2
"Ballard County, KY","County or equivalent",8249,14,-1,23,24,14,0,14,1
"Livingston County, KY","County or equivalent",9519,23,-2,23,25,25,0,25,0
"McCracken County, KY","County or equivalent",65565,-38,-8,184,192,-27,5,-32,-3
"Pahrump, NV","Micropolitan Statistical Area",43946,-128,-46,101,147,-80,17,-97,-2
"Nye County, NV","County or equivalent",43946,-128,-46,101,147,-80,17,-97,-2
"Palatka, FL","Micropolitan Statistical Area",74364,-83,12,215,203,-92,25,-117,-3
"Putnam County, FL","County or equivalent",74364,-83,12,215,203,-92,25,-117,-3
"Palestine, TX","Micropolitan Statistical Area",58458,-47,5,145,140,-51,2,-53,-1
"Anderson County, TX","County or equivalent",58458,-47,5,145,140,-51,2,-53,-1
"Pampa, TX","Micropolitan Statistical Area",23464,-85,13,80,67,-100,5,-105,2
"Gray County, TX","County or equivalent",22535,-80,12,78,66,-94,5,-99,2
"Roberts County, TX","County or equivalent",929,-5,1,2,1,-6,0,-6,0
"Paragould, AR","Micropolitan Statistical Area",42090,81,10,123,113,71,4,67,0
"Greene County, AR","County or equivalent",42090,81,10,123,113,71,4,67,0
"Paris, TN","Micropolitan Statistical Area",32330,10,-25,87,112,37,4,33,-2
"Henry County, TN","County or equivalent",32330,10,-25,87,112,37,4,33,-2
"Paris, TX","Micropolitan Statistical Area",49793,86,7,156,149,82,26,56,-3
"Lamar County, TX","County or equivalent",49793,86,7,156,149,82,26,56,-3
"Parsons, KS","Micropolitan Statistical Area",21607,-41,2,67,65,-44,1,-45,1
"Labette County, KS","County or equivalent",21607,-41,2,67,65,-44,1,-45,1
"Payson, AZ","Micropolitan Statistical Area",53597,-92,25,161,136,-107,11,-118,-10
"Gila County, AZ","County or equivalent",53597,-92,25,161,136,-107,11,-118,-10
"Pecos, TX","Micropolitan Statistical Area",13783,23,36,43,7,-12,4,-16,-1
"Reeves County, TX","County or equivalent",13783,23,36,43,7,-12,4,-16,-1
"Pella, IA","Micropolitan Statistical Area",33309,-48,4,89,85,-53,8,-61,1
"Marion County, IA","County or equivalent",33309,-48,4,89,85,-53,8,-61,1
"Pendleton-Hermiston, OR","Micropolitan Statistical Area",87062,192,128,296,168,68,44,24,-4
"Morrow County, OR","County or equivalent",11173,40,25,38,13,16,13,3,-1
"Umatilla County, OR","County or equivalent",75889,152,103,258,155,52,31,21,-3
"Peru, IN","Micropolitan Statistical Area",36903,-114,-2,98,100,-115,3,-118,3
"Miami County, IN","County or equivalent",36903,-114,-2,98,100,-115,3,-118,3
"Phoenix Lake-Cedar Ridge, CA","Micropolitan Statistical Area",55365,-144,-13,121,134,-127,7,-134,-4
"Tuolumne County, CA","County or equivalent",55365,-144,-13,121,134,-127,7,-134,-4
"Picayune, MS","Micropolitan Statistical Area",55834,-16,26,160,134,-42,3,-45,0
"Pearl River County, MS","County or equivalent",55834,-16,26,160,134,-42,3,-45,0
"Pierre, SD","Micropolitan Statistical Area",19988,75,45,78,33,31,2,29,-1
"Hughes County, SD","County or equivalent",17022,57,33,66,33,25,2,23,-1
"Stanley County, SD","County or equivalent",2966,18,12,12,0,6,0,6,0
"Pierre Part, LA","Micropolitan Statistical Area",23421,-54,16,54,38,-70,1,-71,0
"Assumption Parish, LA","County or equivalent",23421,-54,16,54,38,-70,1,-71,0
"Pittsburg, KS","Micropolitan Statistical Area",39134,18,19,116,97,-1,10,-11,0
"Crawford County, KS","County or equivalent",39134,18,19,116,97,-1,10,-11,0
"Plainview, TX","Micropolitan Statistical Area",36273,102,89,160,71,14,14,0,-1
"Hale County, TX","County or equivalent",36273,102,89,160,71,14,14,0,-1
"Platteville, WI","Micropolitan Statistical Area",51208,7,27,139,112,-16,3,-19,-4
"Grant County, WI","County or equivalent",51208,7,27,139,112,-16,3,-19,-4
"Plattsburgh, NY","Micropolitan Statistical Area",82128,15,34,196,162,-17,5,-22,-2
"Clinton County, NY","County or equivalent",82128,15,34,196,162,-17,5,-22,-2
"Plymouth, IN","Micropolitan Statistical Area",47051,-28,37,148,111,-65,18,-83,0
"Marshall County, IN","County or equivalent",47051,-28,37,148,111,-65,18,-83,0
"Point Pleasant, WV-OH","Micropolitan Statistical Area",58258,27,-17,161,178,45,0,45,-1
"Gallia County, OH","County or equivalent",30934,34,5,94,89,29,0,29,0
"Mason County, WV","County or equivalent",27324,-7,-22,67,89,16,0,16,-1
"Ponca City, OK","Micropolitan Statistical Area",46562,-115,60,180,120,-176,7,-183,1
"Kay County, OK","County or equivalent",46562,-115,60,180,120,-176,7,-183,1
"Pontiac, IL","Micropolitan Statistical Area",38950,-68,15,117,102,-84,0,-84,1
"Livingston County, IL","County or equivalent",38950,-68,15,117,102,-84,0,-84,1
"Poplar Bluff, MO","Micropolitan Statistical Area",42794,15,-6,126,132,24,3,21,-3
"Butler County, MO","County or equivalent",42794,15,-6,126,132,24,3,21,-3
"Portales, NM","Micropolitan Statistical Area",19846,192,44,78,34,144,7,137,4
"Roosevelt County, NM","County or equivalent",19846,192,44,78,34,144,7,137,4
"Port Angeles, WA","Micropolitan Statistical Area",71404,109,-57,169,226,170,20,150,-4
"Clallam County, WA","County or equivalent",71404,109,-57,169,226,170,20,150,-4
"Portsmouth, OH","Micropolitan Statistical Area",79499,18,-2,223,225,23,1,22,-3
"Scioto County, OH","County or equivalent",79499,18,-2,223,225,23,1,22,-3
"Pottsville, PA","Micropolitan Statistical Area",148289,-36,-109,350,459,80,17,63,-7
"Schuylkill County, PA","County or equivalent",148289,-36,-109,350,459,80,17,63,-7
"Price, UT","Micropolitan Statistical Area",21403,40,46,80,34,-5,0,-5,-1
"Carbon County, UT","County or equivalent",21403,40,46,80,34,-5,0,-5,-1
"Prineville, OR","Micropolitan Statistical Area",20978,-77,-5,52,57,-73,11,-84,1
"Crook County, OR","County or equivalent",20978,-77,-5,52,57,-73,11,-84,1
"Pullman, WA","Micropolitan Statistical Area",44776,34,59,110,51,-27,62,-89,2
"Whitman County, WA","County or equivalent",44776,34,59,110,51,-27,62,-89,2
"Quincy, IL-MO","Micropolitan Statistical Area",77314,21,-1,204,205,25,5,20,-3
"Adams County, IL","County or equivalent",67103,38,7,194,187,34,3,31,-3
"Lewis County, MO","County or equivalent",10211,-17,-8,10,18,-9,2,-11,0
"Raymondville, TX","Micropolitan Statistical Area",22134,40,50,82,32,-9,1,-10,-1
"Willacy County, TX","County or equivalent",22134,40,50,82,32,-9,1,-10,-1
"Red Bluff, CA","Micropolitan Statistical Area",63463,174,48,182,134,126,34,92,0
"Tehama County, CA","County or equivalent",63463,174,48,182,134,126,34,92,0
"Red Wing, MN","Micropolitan Statistical Area",46183,34,22,133,111,14,8,6,-2
"Goodhue County, MN","County or equivalent",46183,34,22,133,111,14,8,6,-2
"Rexburg, ID","Micropolitan Statistical Area",50778,72,292,316,24,-224,10,-234,4
"Fremont County, ID","County or equivalent",13242,6,48,54,6,-41,2,-43,-1
"Madison County, ID","County or equivalent",37536,66,244,262,18,-183,8,-191,5
"Richmond, IN","Micropolitan Statistical Area",68917,-53,-2,215,217,-49,5,-54,-2
"Wayne County, IN","County or equivalent",68917,-53,-2,215,217,-49,5,-54,-2
"Richmond-Berea, KY","Micropolitan Statistical Area",99972,228,62,279,217,165,18,147,1
"Madison County, KY","County or equivalent",82916,230,81,242,161,147,18,129,2
"Rockcastle County, KY","County or equivalent",17056,-2,-19,37,56,18,0,18,-1
"Rio Grande City-Roma, TX","Micropolitan Statistical Area",60968,266,248,334,86,18,45,-27,0
"Starr County, TX","County or equivalent",60968,266,248,334,86,18,45,-27,0
"Riverton, WY","Micropolitan Statistical Area",40123,150,75,154,79,74,2,72,1
"Fremont County, WY","County or equivalent",40123,150,75,154,79,74,2,72,1
"Roanoke Rapids, NC","Micropolitan Statistical Area",76790,-190,-38,205,243,-153,7,-160,1
"Halifax County, NC","County or equivalent",54691,-143,-31,156,187,-113,7,-120,1
"Northampton County, NC","County or equivalent",22099,-47,-7,49,56,-40,0,-40,0
"Rochelle, IL","Micropolitan Statistical Area",53497,-43,15,130,115,-57,1,-58,-1
"Ogle County, IL","County or equivalent",53497,-43,15,130,115,-57,1,-58,-1
"Rockingham, NC","Micropolitan Statistical Area",46639,15,24,142,118,-6,20,-26,-3
"Richmond County, NC","County or equivalent",46639,15,24,142,118,-6,20,-26,-3
"Rockland, ME","Micropolitan Statistical Area",39736,-31,-11,90,101,-18,2,-20,-2
"Knox County, ME","County or equivalent",39736,-31,-11,90,101,-18,2,-20,-2
"Rock Springs, WY","Micropolitan Statistical Area",43806,-183,94,160,66,-286,26,-312,9
"Sweetwater County, WY","County or equivalent",43806,-183,94,160,66,-286,26,-312,9
"Rolla, MO","Micropolitan Statistical Area",45156,110,27,135,108,82,16,66,1
"Phelps County, MO","County or equivalent",45156,110,27,135,108,82,16,66,1
"Roseburg, OR","Micropolitan Statistical Area",107667,4,-55,261,316,66,7,59,-7
"Douglas County, OR","County or equivalent",107667,4,-55,261,316,66,7,59,-7
"Roswell, NM","Micropolitan Statistical Area",65645,133,89,254,165,46,34,12,-2
"Chaves County, NM","County or equivalent",65645,133,89,254,165,46,34,12,-2
"Ruidoso, NM","Micropolitan Statistical Area",20497,6,11,56,45,-2,14,-16,-3
"Lincoln County, NM","County or equivalent",20497,6,11,56,45,-2,14,-16,-3
"Russellville, AR","Micropolitan Statistical Area",83939,138,91,274,183,48,37,11,-1
"Pope County, AR","County or equivalent",61754,121,64,191,127,58,14,44,-1
"Yell County, AR","County or equivalent",22185,17,27,83,56,-10,23,-33,0
"Ruston, LA","Micropolitan Statistical Area",63009,93,65,195,130,30,15,15,-2
"Jackson Parish, LA","County or equivalent",16274,14,3,50,47,12,0,12,-1
"Lincoln Parish, LA","County or equivalent",46735,79,62,145,83,18,15,3,-1
"Rutland, VT","Micropolitan Statistical Area",61642,-82,-10,140,150,-71,2,-73,-1
"Rutland County, VT","County or equivalent",61642,-82,-10,140,150,-71,2,-73,-1
"Safford, AZ","Micropolitan Statistical Area",45657,-190,102,152,50,-298,4,-302,6
"Graham County, AZ","County or equivalent",37220,-104,82,129,47,-189,2,-191,3
"Greenlee County, AZ","County or equivalent",8437,-86,20,23,3,-109,2,-111,3
"St. Marys, GA","Micropolitan Statistical Area",50513,180,134,193,59,45,60,-15,1
"Camden County, GA","County or equivalent",50513,180,134,193,59,45,60,-15,1
"St. Marys, PA","Micropolitan Statistical Area",31946,-78,-30,65,95,-48,0,-48,0
"Elk County, PA","County or equivalent",31946,-78,-30,65,95,-48,0,-48,0
"Salina, KS","Micropolitan Statistical Area",61697,146,94,215,121,53,16,37,-1
"Ottawa County, KS","County or equivalent",6091,6,9,19,10,-3,0,-3,0
"Saline County, KS","County or equivalent",55606,140,85,196,111,56,16,40,-1
"Salisbury, NC","Micropolitan Statistical Area",138428,-84,18,370,352,-101,39,-140,-1
"Rowan County, NC","County or equivalent",138428,-84,18,370,352,-101,39,-140,-1
"Sanford, NC","Micropolitan Statistical Area",57866,32,91,209,118,-59,60,-119,0
"Lee County, NC","County or equivalent",57866,32,91,209,118,-59,60,-119,0
"Sault Ste. Marie, MI","Micropolitan Statistical Area",38520,92,23,105,82,68,5,63,1
"Chippewa County, MI","County or equivalent",38520,92,23,105,82,68,5,63,1
"Sayre, PA","Micropolitan Statistical Area",62622,-9,4,181,177,-9,4,-13,-4
"Bradford County, PA","County or equivalent",62622,-9,4,181,177,-9,4,-13,-4
"Scottsbluff, NE","Micropolitan Statistical Area",37660,88,23,134,111,66,-1,67,-1
"Banner County, NE","County or equivalent",690,6,1,1,0,5,0,5,0
"Scotts Bluff County, NE","County or equivalent",36970,82,22,133,111,61,-1,62,-1
"Scottsboro, AL","Micropolitan Statistical Area",53227,-51,-22,133,155,-27,4,-31,-2
"Jackson County, AL","County or equivalent",53227,-51,-22,133,155,-27,4,-31,-2
"Scottsburg, IN","Micropolitan Statistical Area",24181,2,-15,70,85,19,1,18,-2
"Scott County, IN","County or equivalent",24181,2,-15,70,85,19,1,18,-2
"Seaford, DE","Micropolitan Statistical Area",197145,767,22,560,538,743,96,647,2
"Sussex County, DE","County or equivalent",197145,767,22,560,538,743,96,647,2
"Searcy, AR","Micropolitan Statistical Area",77076,256,47,233,186,208,12,196,1
"White County, AR","County or equivalent",77076,256,47,233,186,208,12,196,1
"Sebring, FL","Micropolitan Statistical Area",98786,-36,-104,223,327,82,70,12,-14
"Highlands County, FL","County or equivalent",98786,-36,-104,223,327,82,70,12,-14
"Sedalia, MO","Micropolitan Statistical Area",42201,64,39,146,107,27,8,19,-2
"Pettis County, MO","County or equivalent",42201,64,39,146,107,27,8,19,-2
"Selinsgrove, PA","Micropolitan Statistical Area",39702,139,32,111,79,105,1,104,2
"Snyder County, PA","County or equivalent",39702,139,32,111,79,105,1,104,2
"Selma, AL","Micropolitan Statistical Area",43820,-28,-14,147,161,-13,3,-16,-1
"Dallas County, AL","County or equivalent",43820,-28,-14,147,161,-13,3,-16,-1
"Seneca, SC","Micropolitan Statistical Area",74273,129,1,202,201,131,16,115,-3
"Oconee County, SC","County or equivalent",74273,129,1,202,201,131,16,115,-3
"Seneca Falls, NY","Micropolitan Statistical Area",35251,-42,5,92,87,-46,2,-48,-1
"Seneca County, NY","County or equivalent",35251,-42,5,92,87,-46,2,-48,-1
"Sevierville, TN","Micropolitan Statistical Area",89889,263,62,270,208,204,28,176,-3
"Sevier County, TN","County or equivalent",89889,263,62,270,208,204,28,176,-3
"Seymour, IN","Micropolitan Statistical Area",42376,213,31,134,103,179,25,154,3
"Jackson County, IN","County or equivalent",42376,213,31,134,103,179,25,154,3
"Shawnee, OK","Micropolitan Statistical Area",69442,204,86,238,152,116,6,110,2
"Pottawatomie County, OK","County or equivalent",69442,204,86,238,152,116,6,110,2
"Shelby, NC","Micropolitan Statistical Area",98078,-59,12,280,268,-69,4,-73,-2
"Cleveland County, NC","County or equivalent",98078,-59,12,280,268,-69,4,-73,-2
"Shelbyville, TN","Micropolitan Statistical Area",45058,100,53,161,108,49,47,2,-2
"Bedford County, TN","County or equivalent",45058,100,53,161,108,49,47,2,-2
"Shelton, WA","Micropolitan Statistical Area",60699,63,16,156,140,49,10,39,-2
"Mason County, WA","County or equivalent",60699,63,16,156,140,49,10,39,-2
"Sheridan, WY","Micropolitan Statistical Area",29116,31,9,88,79,23,4,19,-1
"Sheridan County, WY","County or equivalent",29116,31,9,88,79,23,4,19,-1
"Show Low, AZ","Micropolitan Statistical Area",107449,119,188,417,229,-69,36,-105,0
"Navajo County, AZ","County or equivalent",107449,119,188,417,229,-69,36,-105,0
"Sidney, OH","Micropolitan Statistical Area",49423,-62,60,166,106,-124,13,-137,2
"Shelby County, OH","County or equivalent",49423,-62,60,166,106,-124,13,-137,2
"Sierra Vista-Douglas, AZ","Micropolitan Statistical Area",131346,377,148,429,281,233,128,105,-4
"Cochise County, AZ","County or equivalent",131346,377,148,429,281,233,128,105,-4
"Sikeston, MO","Micropolitan Statistical Area",39191,31,10,130,120,23,1,22,-2
"Scott County, MO","County or equivalent",39191,31,10,130,120,23,1,22,-2
"Silver City, NM","Micropolitan Statistical Area",29514,-101,17,84,67,-119,7,-126,1
"Grant County, NM","County or equivalent",29514,-101,17,84,67,-119,7,-126,1
"Silverthorne, CO","Micropolitan Statistical Area",27994,88,69,72,3,20,39,-19,-1
"Summit County, CO","County or equivalent",27994,88,69,72,3,20,39,-19,-1
"Snyder, TX","Micropolitan Statistical Area",16921,29,19,55,36,10,2,8,0
"Scurry County, TX","County or equivalent",16921,29,19,55,36,10,2,8,0
"Somerset, KY","Micropolitan Statistical Area",63063,129,-1,184,185,132,11,121,-2
"Pulaski County, KY","County or equivalent",63063,129,-1,184,185,132,11,121,-2
"Somerset, PA","Micropolitan Statistical Area",77742,-52,-60,165,225,14,6,8,-6
"Somerset County, PA","County or equivalent",77742,-52,-60,165,225,14,6,8,-6
"Southern Pines-Pinehurst, NC","Micropolitan Statistical Area",88247,320,-20,232,252,339,31,308,1
"Moore County, NC","County or equivalent",88247,320,-20,232,252,339,31,308,1
"Spearfish, SD","Micropolitan Statistical Area",24097,92,25,66,41,66,0,66,1
"Lawrence County, SD","County or equivalent",24097,92,25,66,41,66,0,66,1
"Spencer, IA","Micropolitan Statistical Area",16667,-19,14,51,37,-32,0,-32,-1
"Clay County, IA","County or equivalent",16667,-19,14,51,37,-32,0,-32,-1
"Spirit Lake, IA","Micropolitan Statistical Area",16667,5,-4,35,39,10,0,10,-1
"Dickinson County, IA","County or equivalent",16667,5,-4,35,39,10,0,10,-1
"Starkville, MS","Micropolitan Statistical Area",47671,7,76,134,58,-70,27,-97,1
"Oktibbeha County, MS","County or equivalent",47671,7,76,134,58,-70,27,-97,1
"Statesboro, GA","Micropolitan Statistical Area",70217,482,85,187,102,386,17,369,11
"Bulloch County, GA","County or equivalent",70217,482,85,187,102,386,17,369,11
"Statesville-Mooresville, NC","Micropolitan Statistical Area",159437,329,115,443,328,217,45,172,-3
"Iredell County, NC","County or equivalent",159437,329,115,443,328,217,45,172,-3
"Staunton-Waynesboro, VA","Micropolitan Statistical Area",118502,-16,-18,291,309,11,19,-8,-9
"Augusta County, VA","County or equivalent",73750,-108,-28,140,168,-77,4,-81,-3
"Staunton city, VA","County or equivalent",23746,33,-6,74,80,42,3,39,-3
"Waynesboro city, VA","County or equivalent",21006,59,16,77,61,46,12,34,-3
"Stephenville, TX","Micropolitan Statistical Area",37890,60,48,129,81,13,17,-4,-1
"Erath County, TX","County or equivalent",37890,60,48,129,81,13,17,-4,-1
"Sterling, CO","Micropolitan Statistical Area",22709,14,3,51,48,12,5,7,-1
"Logan County, CO","County or equivalent",22709,14,3,51,48,12,5,7,-1
"Sterling, IL","Micropolitan Statistical Area",58498,-44,15,164,149,-57,2,-59,-2
"Whiteside County, IL","County or equivalent",58498,-44,15,164,149,-57,2,-59,-2
"Stevens Point, WI","Micropolitan Statistical Area",70019,19,87,205,118,-67,8,-75,-1
"Portage County, WI","County or equivalent",70019,19,87,205,118,-67,8,-75,-1
"Stillwater, OK","Micropolitan Statistical Area",77350,94,108,242,134,-14,49,-63,0
"Payne County, OK","County or equivalent",77350,94,108,242,134,-14,49,-63,0
"Storm Lake, IA","Micropolitan Statistical Area",20260,67,44,76,32,25,21,4,-2
"Buena Vista County, IA","County or equivalent",20260,67,44,76,32,25,21,4,-2
